country,country_long,name,capacity_mw,latitude,longitude,primary_fuel
IND,India,Lalpur Wind Farm,50.4,22.1694,69.827,Wind
IND,India,Lathi Solar Power Plant,1,27.0321,71.5322,Solar
IND,India,Liberty Oil Satara Wind Farm,2.4,17.8613,74.0733,Wind
IND,India,M.A.P.P.,440,12.5571,80.1754,Nuclear
IND,India,MACHKUND,114.75,18.5323,82.4645,Hydro
IND,India,MADHAVAMANTRI,4.5,12.2135,77.0225,Hydro
IND,India,MADHIKHEDA,60,25.5623,77.8348,Hydro
IND,India,MAHADEV PRASAD STPP,540,22.8395,86.0613,Coal
IND,India,MAHAN TPP,600,24.0077,82.4172,Coal
IND,India,MAHATMA GANDHI TPP,1320,28.49,76.351,Coal
IND,India,MAHATMA SUGAR,15,20.8558,78.5814,Biomass
IND,India,MAHI BAJAJ I&II,140,23.5443,74.5062,Hydro
IND,India,MAHUL REFINERY,22,19.0162,72.8963,Oil
IND,India,MAIHAR CEMENT PLANT,31.4,24.2021,80.7997,Coal
IND,India,MAITHON,63.2,23.7872,86.8284,Hydro
IND,India,MAITHON RB TPP,1050,23.8209,86.76,Coal
IND,India,MALANA,186,32.0041,77.2494,Hydro
IND,India,MALLARPUR,9,15.3773,76.4591,Hydro
IND,India,MANERI BHALI,394,30.7294,78.4238,Hydro
IND,India,MANGALORE REFINERY,166.5,12.9821,74.8496,Gas
IND,India,MANGAON CCPP,388,18.3879,73.3529,Gas
IND,India,MANGLAM CEMENT,25,24.7176,75.9522,Coal
IND,India,MANI DPH,9,13.6763,75.0462,Hydro
IND,India,MANIKDOH,6,19.2345,73.8144,Hydro
IND,India,MANIKGARH CEMENT,50,19.7235,79.1761,Coal
IND,India,MANIYAR,12,9.3294,76.8798,Hydro
IND,India,MARATHA CEMENT PLANT,45,19.703,79.2206,Coal
IND,India,MARWA TPP,1000,22.0708,82.6022,Coal
IND,India,MATATILLA,30.6,25.1001,78.3717,Hydro
IND,India,MEJA STPP,660,25.1447,81.9415,Coal
IND,India,MEJIA,1340,23.4639,87.1311,Coal
IND,India,MEJIA TPS EXT,1000,23.4639,87.1311,Coal
IND,India,MELAMARUTHUR (MUTHIARA),1200,8.9159,78.1374,Coal
IND,India,METTUR,840,11.7696,77.8138,Coal
IND,India,METTUR DAM,250,11.8014,77.8085,Hydro
IND,India,METTUR TPS EXT,600,11.7696,77.8138,Coal
IND,India,MIHAN TPP,246,21.0377,78.9334,Coal
IND,India,MONARCHAK CCPP,136.5,23.438,91.274,Gas
IND,India,MORDI PLANT,46,23.5496,74.4072,Coal
IND,India,MOUDA STPS,2320,21.1797,79.3978,Coal
IND,India,MOYAR,36,11.6137,76.6919,Hydro
IND,India,MRMPL Mudari Wind Farm,20,26.8051,70.7381,Wind
IND,India,MSPL Wind Farm,78.9,15.1579,75.7965,Wind
IND,India,MUDHOL CEMENT,50,16.2017,75.3005,Coal
IND,India,MUKERIAN I -IV,207,31.9553,75.836,Hydro
IND,India,MUL GRETA,15,20.0805,79.7148,Coal
IND,India,MUMBAI BPCL,31.2,19.016,72.8948,Gas
IND,India,MUMBAI JINDAL,25.2,18.5309,72.9465,Oil
IND,India,MUMBAI ONGC,75,18.9988,72.8997,Gas
IND,India,MUNDRA TPP,4620,22.823,69.5532,Coal
IND,India,MUNDRA UMPP,4000,22.8158,69.5281,Coal
IND,India,MUNIRABAD,28.3,15.2666,76.3288,Hydro
IND,India,MUNOLI DISTILLERY,11.2,15.8555,75.1002,Biomass
IND,India,MURBAD PLANT,15,19.261,73.3638,Coal
IND,India,MUZAFFARPUR,610,26.1953,85.3017,Coal
IND,India,MYNTDU,126,25.2354,92.2279,Hydro
IND,India,Maloshi Wind Farm,14.65,17.5727,73.9032,Wind
IND,India,Mandrup - Giriraj Solar Power Plant,6.6,17.4999,75.781,Solar
IND,India,Mirpur Kalan - Alianz Eco Solar Power Plant,2.1,29.7303,75.3099,Solar
IND,India,Mirpur Kalan - Nexgen Solux Solar Power Plant,1,29.7311,75.308,Solar
IND,India,Mithapur Solar Power Plant,17,22.4077,68.9925,Solar
IND,India,Mokal Wind Farm,31.5,27.1657,70.7455,Wind
IND,India,Mokla Wind farm,52.5,27.1611,70.681,Wind
IND,India,Mulshi Solar Power Plant,3,18.4921,73.5081,Solar
IND,India,Muradwala Dal Singh Solar Power Plant,21,29.7303,75.3099,Solar
IND,India,N.A.P.S,440,28.156,78.4089,Nuclear
IND,India,NABI NAGAR TPP,500,24.7754,84.1588,Coal
IND,India,NAGARJUNA SAGAR,815.6,16.5678,79.3442,Hydro
IND,India,NAGARJUNA SAGAR   TPD,50,16.626,79.4909,Hydro
IND,India,NAGDA GRASIM,45.5,23.4469,75.408,Coal
IND,India,NAGOTHANE COMPLEX,78.9,18.8829,73.1862,Oil
IND,India,NAGPUR GMT,10,21.0582,79.485,Biomass
IND,India,NAGPUR MILL,18.9,20.8062,79.0548,Biomass
IND,India,NAGPUR SPONGE IRON,65,20.9276,79.2455,Coal
IND,India,NAMRUP GT,161.75,27.1858,95.376,Gas
IND,India,NARASINGPUR,10,22.9649,78.8132,Biomass
IND,India,NARAYANPUR,11.6,16.2365,76.3369,Hydro
IND,India,NARIMANGLAM,70,9.9533,76.9792,Hydro
IND,India,NASIK,630,19.9817,73.8896,Coal
IND,India,NASIK SINNAR,270,19.8658,74.0835,Coal
IND,India,NASIK TPP  PH 1,1350,19.9817,73.8896,Coal
IND,India,NATHPA JHAKRI,1500,31.564,77.98,Hydro
IND,India,NAWAPARA,600,21.92,83.2788,Coal
IND,India,NEPANAGAR MILL,12.27,21.4504,76.4014,Coal
IND,India,NEW UMTRU,40,26.0132,91.8239,Hydro
IND,India,NEYVELI FST EXT,420,11.5887,79.4611,Coal
IND,India,NEYVELI ST I,600,11.5893,79.4704,Coal
IND,India,NEYVELI ST II,1470,11.5576,79.4417,Coal
IND,India,NEYVELI TPS EXP -II,500,11.5534,79.4408,Coal
IND,India,NEYVELI TPS(Z),250,11.5401,79.4159,Coal
IND,India,NIGRI,1320,24.15,81.9045,Coal
IND,India,NIMBAHERA JK CEMENT,33.2,24.6428,74.6843,Coal
IND,India,NIMOO BAZGO,45,34.2154,77.1842,Hydro
IND,India,NITIN PLANT,10.5,25.2042,74.6092,Coal
IND,India,NIZAM SAGAR,10,18.2172,77.9576,Hydro
IND,India,NMDC Anehalu Wind Farm,10.5,14.098,76.3154,Wind
IND,India,NORTH CHENNAI,630,13.245,80.3257,Coal
IND,India,NORTH CHENNAI EXTENSION,1200,13.245,80.3257,Coal
IND,India,NURANANG,6,27.5882,91.981,Hydro
IND,India,N_SAGAR LBC,60,16.5697,79.3389,Hydro
IND,India,N_SAGAR RBC,90,16.5697,79.3389,Hydro
IND,India,Nagda Hills Wind Energy project,6.25,22.8985,76.0718,Wind
IND,India,Nagercoli Wind Farm,37.6,8.1784,77.6873,Wind
IND,India,Naini Solar Power Plant,5.8,25.3723,81.8717,Solar
IND,India,Nallakonda Wind Farm,50.4,14.1651,77.5713,Wind
IND,India,Nargund Wind Farm,7.2,15.7319,75.3789,Wind
IND,India,Nokh - GGEL Solar Power Plant,50,27.6007,72.2242,Solar
IND,India,Nokh - Precision Technik Solar Power Plant,5,27.5728,72.206,Solar
IND,India,Nokha Daiya Solar Power Plant,5,28.1371,72.9661,Solar
IND,India,NuPower Tirunelveli Wind Farm,150,9.0737,77.4753,Wind
IND,India,OBRA,99,24.4375,82.9655,Hydro
IND,India,OBRA-A,1188,24.4448,82.9803,Coal
IND,India,OMKARESHWAR,520,22.2418,76.1619,Hydro
IND,India,ONGC Jerat Wind Farm,102,26.818,71.0643,Wind
IND,India,ONGC Kutch Wind Farm,51,23.1689,68.6975,Wind
IND,India,P.NALLUR CCGT,330.5,11.0749,79.834,Gas
IND,India,PAGUTHAN,655,21.78,72.979,Gas
IND,India,PAINAMPURAM,1320,14.3512,80.1431,Coal
IND,India,PAITHON,12,19.4834,75.3696,Hydro
IND,India,PALATANA CCPP,726.6,23.4987,91.4385,Gas
IND,India,PALLIVASAL,37.5,10.0314,77.0548,Hydro
IND,India,PAMPORE GT,175,34.004,74.9175,Oil
IND,India,PANCHET,80,23.6815,86.7473,Hydro
IND,India,PANIPAT,920,29.3975,76.8763,Coal
IND,India,PANKI,210,26.4766,80.241,Coal
IND,India,PANNIAR,30,9.9731,77.0281,Hydro
IND,India,PAPANASAM,32,8.7065,77.3627,Hydro
IND,India,PARAS,500,20.7147,76.7948,Coal
IND,India,PARBATI-III,520,31.7398,77.2576,Hydro
IND,India,PARBHANI GANGAKHED,30,18.9057,76.7282,Biomass
IND,India,PARICHA,1140,25.5124,78.7588,Coal
IND,India,PARLI,1170,18.8685,76.5254,Coal
IND,India,PARSEN_S VALLE,30,11.3646,76.6045,Hydro
IND,India,PATALGANGA,66,18.8834,73.1814,Gas
IND,India,PATHADI TPS PH -I,600,22.2454,82.7246,Coal
IND,India,PATHRI,20.4,29.9274,78.0415,Hydro
IND,India,PAWANA,10,18.6814,73.4948,Hydro
IND,India,PEDDAPURAM CCGT(Samalkot),220,17.0853,82.1283,Gas
IND,India,PENCH,160,21.4813,79.2086,Hydro
IND,India,PENNA AHOBELAM,20,14.6859,77.7147,Hydro
IND,India,PERIYAR,161,9.6266,77.1905,Hydro
IND,India,PIPAVAV CCCP,702.86,20.8986,71.4693,Gas
IND,India,POCHAMPAD,27,18.9766,78.2563,Hydro
IND,India,PONG,396,31.9667,75.9469,Hydro
IND,India,PORINGALKUTTU,32,10.3118,76.617,Hydro
IND,India,PORINGALKUTTU L,16,10.3118,76.617,Hydro
IND,India,PRAGATI CCCP -III,1371.2,28.7962,77.0706,Gas
IND,India,PRAGATI CCGT,330,28.6146,77.2528,Gas
IND,India,PRIYADARSHNI JURALA,234,16.3328,77.7036,Hydro
IND,India,PRYAGRAJ (BARA) TPP,1980,25.196,81.6594,Coal
IND,India,PULICHINTALA,90,16.7739,80.0525,Hydro
IND,India,PUNE MILL,30,18.2417,74.7531,Coal
IND,India,PURULIA PSS,900,23.1975,86.097,Hydro
IND,India,PYKARA,59.2,11.5336,76.6011,Hydro
IND,India,PYKARA ALIMATE,150,11.5336,76.6011,Hydro
IND,India,Panandhro Solar Power Plant,5,23.6788,68.7653,Solar
IND,India,Patan Taluka Wind Farm,65.6,17.2684,73.8368,Wind
IND,India,Patnaik Hatti Wind Farm,15,21.1902,74.3795,Wind
IND,India,Patnaik Jamnagar Wind Farm,35.2,22.0983,70.2729,Wind
IND,India,Patodi Solar Power Plant,1,26.0748,72.2677,Solar
IND,India,Phagi Solar Power Plant,1,26.5653,75.5622,Solar
IND,India,Pokhran FVE Solar Power Plant,40,26.8022,72.0078,Solar
IND,India,Pokhran THE Solar Power Plant,100,26.7874,72.0099,Solar
IND,India,Powerica Jangi Vandjiya,21.8,23.2478,70.5948,Wind
IND,India,Powerica Kutch Wind Farm,14.85,23.1897,70.6216,Wind
IND,India,Powerica Theni Wind Farm,9.9,9.9855,77.5777,Wind
IND,India,Powerica Tirunelveli Wind Farm,16.5,9.0198,77.4501,Wind
IND,India,Pratapgarh Solar Power Plant,9,23.3682,70.7432,Solar
IND,India,Precious Solar Power Plant,15.2,23.9151,71.9424,Solar
IND,India,Punjawa - Sikh Wala Solar Power Plant,19,30.0208,74.546,Solar
IND,India,R.A.P.S.,1080,24.8747,75.6189,Nuclear
IND,India,R.P.SAGAR,172,24.9174,75.5794,Hydro
IND,India,RABRIYAWAS CEMENT,18.7,26.2984,74.1234,Coal
IND,India,RADHANAGRI,4.8,16.4072,73.9616,Hydro
IND,India,RAGHUNATHPUR TPP PH-I,1200,23.622,86.661,Coal
IND,India,RAICHUR,1720,16.3532,77.3422,Coal
IND,India,RAICHUR STEEL,35,16.3027,77.3608,Coal
IND,India,RAIGARH TPP,1000,21.9846,83.2331,Coal
IND,India,RAIKHEDA,1370,21.4499,81.8525,Coal
IND,India,RAJASHREE CEMENT,38.5,17.1427,77.1749,Coal
IND,India,RAJGHAT,135,28.6361,77.2542,Coal
IND,India,RAJGHAT (MP),45,24.7635,78.2322,Hydro
IND,India,RAJIV GANDHI  TPS HISAR,1200,29.356,75.869,Coal
IND,India,RAJPURA DARIBA MINE,160,24.9643,74.1197,Coal
IND,India,RAJPURA TPP,1400,30.557,76.577,Coal
IND,India,RAMANAGARAM MILL,11,12.7145,77.4524,Biomass
IND,India,RAMGANGA,198,29.5169,78.7574,Hydro
IND,India,RAMGARH GT,270.5,27.336,70.538,Gas
IND,India,RAMMAM,50,27.114,88.1376,Hydro
IND,India,RAMPUR,412.02,31.4,77.5927,Hydro
IND,India,RANGANADI,405,27.3426,93.8168,Hydro
IND,India,RANGIT-III,60,27.2949,88.2921,Hydro
IND,India,RANJANI MILL,12.5,18.5354,76.245,Biomass
IND,India,RANJIT SAGAR,600,32.4404,75.7305,Hydro
IND,India,RAS CEMENT PLANT,36,26.263,74.1878,Coal
IND,India,RATIJA TPP,100,22.3404,82.493,Coal
IND,India,RATNAGIRI GAS,1967.08,17.5587,73.167,Gas
IND,India,RAYAL SEEMA,1650,14.704,78.4577,Coal
IND,India,RELIANCE ENERGY,48,15.3771,73.877,Gas
IND,India,RENGALI,250,21.2759,85.0355,Hydro
IND,India,RIHAND,3000,24.027,82.7915,Coal
IND,India,RIHAND_Hydro,300,24.1778,83.0361,Hydro
IND,India,RITHALA CCCP,94.8,28.7327,77.1016,Gas
IND,India,RMC MANGROL,6,25.1732,75.832,Hydro
IND,India,ROKHIA GT,63,23.626,91.1948,Gas
IND,India,ROPAR,1260,31.0417,76.5847,Coal
IND,India,ROSA TPP PH - 1,1200,27.818,79.936,Coal
IND,India,R_GUNDEM - B,62.5,18.7695,79.4494,Coal
IND,India,R_GUNDEM STPS,2600,18.7572,79.456,Coal
IND,India,Rajgarh - NTPC Solar Power Plant,50,23.9637,76.719,Solar
IND,India,Rajgarh - Ujaas Solar Power Plant,16.5,23.9796,76.7329,Solar
IND,India,Raksa Solar Power Plant,2,25.4106,78.4805,Solar
IND,India,Ram Tirath Jaga Solar Power Plant,10,29.9619,75.1631,Solar
IND,India,Ramagundam Solar Power Plant,10,18.764,79.4873,Solar
IND,India,Rapar Khokhara Solar Power Plant,5,23.2592,70.0097,Solar
IND,India,Rasulpur Solar Power Plant,1,27.9363,75.679,Solar
IND,India,Ratedi Mondri Wind Farm,26.4,26.8026,70.7736,Wind
IND,India,Ravra - IOC Solar Power Plant,5,27.4108,72.2164,Solar
IND,India,Ravra - NWEPL Solar Power Plant,5,27.4118,72.2127,Solar
IND,India,Ravra - SEI Solar Power Plant,5,27.4092,72.2193,Solar
IND,India,Ravra - Welspun Solar Power Plant,50,27.4137,72.1577,Solar
IND,India,Relaxo Footwear Kui Inda Wind Farm,6,26.4586,72.4706,Wind
IND,India,Roaring 40s Wind Farms (Khandke) Private Limited - Phase II,50.4,19.1474,74.8763,Wind
IND,India,Rojhani Solar Power Plant,30.5,23.7025,75.9246,Solar
IND,India,Rucha Soya Wind Farm,35.1,23.0562,70.6004,Wind
IND,India,S.SAROVAR CHPH,250,21.8376,73.7559,Hydro
IND,India,S.SAROVAR RBPH,1200,21.8301,73.7501,Hydro
IND,India,SABARIGIRI,300,9.3098,77.0727,Hydro
IND,India,SAGARDIGHI TPP,1600,24.3696,88.1046,Coal
IND,India,SAHAKAR SHIROMANI,18,17.708,75.1361,Biomass
IND,India,SALAL I & II,690,33.142,74.8097,Hydro
IND,India,SALAYA TPP,1200,22.3049,69.7101,Coal
IND,India,SALORA,135,22.49,82.6062,Coal
IND,India,SAMALPATTI DG,105.7,12.2995,78.4038,Oil
IND,India,SAMAYANALLUR DG,106,9.9751,78.0445,Oil
IND,India,SAMEERWADI MILL,24,16.3918,75.0411,Biomass
IND,India,SANGLI KRANTI,19.7,17.1354,74.4272,Biomass
IND,India,SANGLI MIRAJ BIOMASS,10,16.9171,74.4821,Biomass
IND,India,SANGLI VASANTDADA,12.5,16.881,74.5898,Biomass
IND,India,SANJAY BHABA,120,31.2642,78.4835,Hydro
IND,India,SANJAY GANDHI,1340,23.3026,81.0668,Coal
IND,India,SANKESHWAR MILL,26,16.2478,74.5003,Biomass
IND,India,SANTALDIH,500,23.6013,86.4666,Coal
IND,India,SARKARPATHY,30,10.4558,76.8302,Hydro
IND,India,SASAN UMPP,3960,23.9784,82.6275,Coal
IND,India,SATNA CEMENT PLANT,29,24.5959,80.858,Coal
IND,India,SATPURA,1330,22.11,78.173,Coal
IND,India,SBT SUGAR,16,19.6125,74.1924,Biomass
IND,India,SEIONI TPP,600,22.7355,79.9123,Coal
IND,India,SEMBCORP GAYATRI,1320,14.351,80.1443,Coal
IND,India,SENGULAM,48,9.976,77.0309,Hydro
IND,India,SERVALAR,20,8.6895,77.3048,Hydro
IND,India,SEWA-II,120,32.6762,75.8215,Hydro
IND,India,SEWA-III,9,32.6029,75.9006,Hydro
IND,India,SHANAN,110,31.9894,76.8072,Hydro
IND,India,SHARAVATHY,1035,14.2352,74.7673,Hydro
IND,India,SHARAVATHY TAIL RACE (Gerusupa),240,14.2352,74.7673,Hydro
IND,India,SHIMSAPURA,17.2,12.3409,77.1906,Hydro
IND,India,SHIROL MILL,36,16.7493,74.5854,Biomass
IND,India,SHOLAYAR,54,10.3046,76.7305,Hydro
IND,India,SHOLAYAR I&II,95,10.3575,76.879,Hydro
IND,India,SHREE MEGA POWER,300,26.0743,74.3858,Coal
IND,India,SHRI MALAPRABHA,22,15.6933,74.7162,Biomass
IND,India,SHRI SHANKAR,20,17.8676,74.8405,Biomass
IND,India,SHRIRAM RAYONS PLANT,40,25.1296,75.8832,Coal
IND,India,SIIL Jaibhim Wind Farm,33.6,21.127,74.2673,Wind
IND,India,SIKKA REP.,500,22.4208,69.8276,Coal
IND,India,SIMHADRI,2000,17.591,83.0917,Coal
IND,India,SIMHAPURI TPP,600,14.2133,80.0838,Coal
IND,India,SINGARENI TPP,1200,18.8372,79.5748,Coal
IND,India,SINGRAULI STPS,2000,24.1033,82.7068,Coal
IND,India,SINGUR,15,18.6609,78.0876,Hydro
IND,India,SIPAT STPS,2980,22.13,82.293,Coal
IND,India,SITAPURAM POWER LIMITED,43,16.8301,80.0407,Coal
IND,India,SIVASAMUNDRUM,42,12.3082,77.165,Hydro
IND,India,SOLAPUR STPP,660,31.7537,77.246,Coal
IND,India,SONAI MILL,16,19.3804,74.8397,Biomass
IND,India,SOUTHERN REPL.,135,22.5488,88.2926,Coal
IND,India,SRINAGAR,330,30.2313,78.7924,Hydro
IND,India,SRISAILAM,770,16.0869,78.9007,Hydro
IND,India,SRISAILAM LBPH,900,16.0929,78.9118,Hydro
IND,India,STAKNA,4,33.9594,77.7142,Hydro
IND,India,STERLITE TPP,600,21.8144,84.0404,Coal
IND,India,SUBERNREKHA I&II,130,23.457,85.555,Hydro
IND,India,SUGEN CCCP,1147.5,21.3395,72.9889,Gas
IND,India,SURAT LIG.,500,21.397,73.106,Coal
IND,India,SURATGARH,1500,29.179,74.0202,Coal
IND,India,SURULIYAR,35,9.62,77.2726,Hydro
IND,India,SURYA,6,19.9214,73.0575,Hydro
IND,India,SVPL,63,22.2915,82.5257,Coal
IND,India,SWASTIK KORBA,25,22.3005,82.7047,Coal
IND,India,SWPPL Madhavakurichi,10.5,8.823,77.6271,Wind
IND,India,SWPPL Manurpalayam,21,10.8166,77.3199,Wind
IND,India,SWPPL Vadakkupanavadali,10.5,9.0782,77.591,Wind
IND,India,Sadeipali - ASPL Solar Power Plant,5,20.731,83.4538,Solar
IND,India,Sadeipali - REHPL Solar Power Plant,1,20.7325,83.4632,Solar
IND,India,Sai Sulphonates Wind Mill,1.5,10.9262,77.3841,Wind
IND,India,Sakri 1A Solar Power Plant,100,21.0726,74.3862,Solar
IND,India,Sakri 1B Solar Power Plant,25,21.0864,74.3529,Solar
IND,India,Sangatpura Solar Power Plant,10,29.9611,75.7767,Solar
IND,India,Satara Wind Farm,100,17.2387,73.9096,Wind
IND,India,Shiloj Solar Power Plant,10,20.8183,71.0063,Solar
IND,India,Shirsoli Solar Power Plant,8.5,17.4999,75.781,Solar
IND,India,Shivasamundra Solar Power Plant,5,12.3003,77.1638,Solar
IND,India,Shivlakha - Backbone Solar Power Plant,5,23.3585,70.6206,Solar
IND,India,Shivlakha - CPEC Solar Power Plant,5,23.383,70.6146,Solar
IND,India,Shivlakha - Konark Solar Power Plant,5,23.3654,70.6268,Solar
IND,India,Shree Nashik Wind Farm,10.5,19.845,73.9074,Wind
IND,India,Shree Sangli Wind Farm,16.5,17.3031,74.631,Wind
IND,India,Shree Southern Wind Farm,2.25,17.5724,74.3386,Wind
IND,India,Shri Singaji MALWA TPP,1200,22.0971,76.5317,Coal
IND,India,Singrauli Solar Power Plant,15,24.1185,82.6415,Solar
IND,India,Sivaganga Solar Power Plant,5,9.8043,78.4487,Solar
IND,India,Solitaire Solar Power Plant,15,23.9116,71.9324,Solar
IND,India,Sonu Wind Farm,8.4,27.2081,70.6958,Wind
IND,India,Sumilon Shikarpur Wind Farm,3.6,23.2414,70.7262,Wind
IND,India,Sumilon Vershamedi Wind Farm,3.6,22.972,70.5443,Wind
IND,India,Supe Solar Power Plant,2,18.3198,74.3686,Solar
IND,India,Surajbari Creek Wind Farm,30,23.3232,70.6417,Wind
IND,India,T.B. DAM,36,15.2615,76.3379,Hydro
IND,India,TADALI,600,20.0116,79.2036,Coal
IND,India,TADALI SPONGE IRON,33,20.0123,79.1863,Coal
IND,India,TALCHER,460,20.9099,85.2072,Coal
IND,India,TALCHER STPS,3000,21.0966,85.074,Coal
IND,India,TALWANDI SABO,1980,29.924,75.2372,Coal
IND,India,TAMNAR TPP,2400,22.0987,83.4513,Coal
IND,India,TANAKPUR,94.2,29.0057,80.0946,Hydro
IND,India,TANDA,440,26.586,82.602,Coal
IND,India,TANIR BAVI,220,12.9019,74.816,Gas
IND,India,TARAPUR,1400,19.8294,72.6617,Nuclear
IND,India,TASHIDING,97,27.3403,88.2332,Hydro
IND,India,TAWA,13.5,22.5616,77.9635,Hydro
IND,India,TEESTA  I-III,67.5,26.4875,88.3155,Hydro
IND,India,TEESTA -V,510,27.2517,88.4604,Hydro
IND,India,TEESTA LOW DAM -IV,160,26.9279,88.4562,Hydro
IND,India,TEESTA LOW DAM-III,132,27.0017,88.443,Hydro
IND,India,TEESTA-III,1200,27.5981,88.6505,Hydro
IND,India,TEHRI ST -1,1000,30.3787,78.4795,Hydro
IND,India,TENUGHAT,420,23.7573,85.8936,Coal
IND,India,THAL WORKS,30,18.7026,72.8709,Gas
IND,India,THAMMINAPATNAM TPP,300,14.2133,80.0838,Coal
IND,India,THANE PLANT,22.5,19.0875,73.0258,Oil
IND,India,THIROT,4.5,32.659,76.7817,Hydro
IND,India,TILLARI,60,15.8094,74.1588,Hydro
IND,India,TILLAYA,4,24.3249,85.5198,Hydro
IND,India,TIRORA TPP,3300,21.4129,79.9671,Coal
IND,India,TITAGARH,240,22.7318,88.371,Coal
IND,India,TORANGALLU EXT,600,15.1839,76.6622,Coal
IND,India,TORANGALLU IMP,260,15.1839,76.6622,Coal
IND,India,TORR POWER SAB.,422,23.0701,72.5933,Coal
IND,India,TROMBAY,500,19.0004,72.8983,Oil
IND,India,TROMBAY GT,180,19.0018,72.8967,Gas
IND,India,TROMBAY WORKS,18,19.0366,72.8892,Gas
IND,India,TROMBAY_Coal,750,19.0004,72.8983,Coal
IND,India,TROMBAY_Oil,150,19.0004,72.8983,Oil
IND,India,TUIRIAL,60,24.3588,92.8837,Hydro
IND,India,TUNGABHADRA SUGAR,28,15.6609,76.8756,Biomass
IND,India,TUTICORIN,1050,8.7635,78.1753,Coal
IND,India,TUTICORIN JV,1000,8.7603,78.1699,Coal
IND,India,TUTICORIN- IND BARATH,300,8.7635,78.1753,Coal
IND,India,TVS Kunnur Wind Farm,9.35,9.9438,77.5077,Wind
IND,India,TVS Tirunelveli Wind Farm,14.4,8.9165,77.659,Wind
IND,India,TVS Virali Wind Farm,25.5,17.501,74.7001,Wind
IND,India,Tadas wind farm,100,15.1069,75.1661,Wind
IND,India,Talcher Kaniha Solar Power Plant,10,21.0866,85.0987,Solar
IND,India,Tata Power Gadag Plains Wind Farm,50.4,15.3302,75.5767,Wind
IND,India,Tata Wind Farm,50.4,19.1757,74.8441,Wind
IND,India,Teona Pujarian Solar Power Plant,22,27.4137,72.1577,Solar
IND,India,Theni Wind Farm,24,9.9621,77.3709,Wind
IND,India,Thimmapuram Wind Farm,200,14.7053,77.3355,Wind
IND,India,Tinwari - MB Solar Power Plant,5,26.5182,72.8536,Solar
IND,India,Tiruppur,1.5,10.8139,77.3785,Wind
IND,India,Tiruppur 2,1.5,10.79,77.33,Wind
IND,India,Torrent Gujurat Wind Farm,49.6,22.104,69.8323,Wind
IND,India,U.B.D.C. ST.-I& II,91.35,32.3367,75.5819,Hydro
IND,India,U.ROGNICHU,8,27.2614,88.5572,Hydro
IND,India,UCHPINDA TPP,1080,21.8858,83.1215,Coal
IND,India,UDUPI TPP,1200,13.1596,74.8002,Coal
IND,India,UJJAINI,12,18.0723,75.1197,Hydro
IND,India,UKAI LBC,5,21.2323,73.5917,Hydro
IND,India,UKAI_Coal,1110,21.2093,73.5574,Coal
IND,India,UKAI_Hydro,300,21.2478,73.5866,Hydro
IND,India,UMIAM I II &IV,96,25.6593,91.9003,Hydro
IND,India,UMTRU (NEW),11.2,26.0069,91.8114,Hydro
IND,India,UNCHAHAR,1550,25.9131,81.3274,Coal
IND,India,UNO SUGEN,382.5,21.3411,72.9895,Gas
IND,India,UPL Dharapuram Wind Farm,1.7,10.838,77.5123,Wind
IND,India,UPPAR INDRAVATI,600,19.4269,82.8594,Hydro
IND,India,UPPER KOLAB,320,18.8315,82.5934,Hydro
IND,India,UPPER SILERU I&II,240,18.0313,82.0179,Hydro
IND,India,UPPER SINDH I& II,127.6,34.198,75.1245,Hydro
IND,India,URAN GT,672,18.88,72.9715,Gas
IND,India,URAN ONGC,62.6,18.8681,72.9293,Gas
IND,India,URI,480,34.1442,74.1857,Hydro
IND,India,URI -II,240,34.0921,74.0318,Hydro
IND,India,URUMI,3.75,11.3727,76.0584,Hydro
IND,India,UTRAN CCCP EXT,374.571,21.2285,72.8705,Gas
IND,India,UTRAULA TPP,90,27.3455,82.3166,Coal
IND,India,Udumalpet Wind Farm,25.7,10.6143,77.237,Wind
IND,India,VAIGAI DAM,13.5,10.0537,77.5905,Hydro
IND,India,VAITARNA,60,19.7674,73.502,Hydro
IND,India,VALANTHARVI GT,52.8,9.3279,78.9215,Gas
IND,India,VALLUR ntpc/ntecl,1500,13.2371,80.3023,Coal
IND,India,VALUTHUR GT,186.2,9.3484,78.9235,Gas
IND,India,VARAHI,460,13.6576,74.9484,Hydro
IND,India,VARDHAM BUDNI,25.8,22.7808,77.6515,Coal
IND,India,VARDHAM SATLAPUR,30.75,23.0752,77.5526,Coal
IND,India,VASAVADATTA CEMENT,50.7,17.1605,77.293,Coal
IND,India,VEMAGIRI CCCP,388.5,16.9238,81.8141,Gas
IND,India,VENUNAGAR SUGAR,19.8,17.7382,75.3218,Biomass
IND,India,VIJAIPUR WORKS,75,24.4978,77.1513,Gas
IND,India,VIJAYWADA,1260,16.5984,80.537,Coal
IND,India,VIJAYWADA TPP-IV,500,16.5973,80.5382,Coal
IND,India,VIJESWARAM GT,272.3,16.9345,81.7245,Gas
IND,India,VIKRAM CEMENT,46,24.5753,74.8012,Coal
IND,India,VINDH_CHAL STPS,4760,24.0983,82.6719,Coal
IND,India,VIR,9,18.121,74.0968,Hydro
IND,India,VISHNU PRAYAG,400,30.5669,79.5468,Hydro
IND,India,VIZAG TPP,1040,17.5635,83.1382,Coal
IND,India,Vaayu Ashti Wind Farm,50.4,19.108,74.9885,Wind
